,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage,MasVnrArea,GarageYrBlt,MasVnrType,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Electrical,GarageType,GarageFinish,GarageQual,GarageCond,SalePrice
1180,9,3,688,1,1,3,0,0,0,23,2,2,0,5,6,4,90,41,1,0,8,8,1,4,5,56,0,0,134,1,0,1,204,53,0,632,0,0,2,1,4,1,1,10,6,0,2,314,2,0,0,0,0,0,0,0,6,0,8,4,77,0,76,2,2,3,3,3,5,4,1,0,4,4,250000
1183,5,3,657,1,3,3,0,4,0,17,2,2,0,2,4,5,23,0,3,0,11,11,1,4,0,495,0,305,79,1,0,1,94,0,0,72,1,0,1,0,2,1,1,7,6,1,2,321,2,94,0,0,0,0,0,0,8,0,8,4,66,0,56,2,3,3,3,4,5,4,5,2,4,4,120000
1184,4,3,18,0,3,3,0,4,1,23,2,2,0,2,4,3,63,13,3,0,8,8,1,4,1,44,0,393,300,1,2,1,331,0,0,335,1,0,1,1,3,1,1,7,6,2,3,387,2,0,103,0,0,49,0,0,7,1,8,4,56,99,49,1,3,3,1,4,5,4,0,1,4,4,186700
1185,8,3,521,1,3,3,0,4,0,7,2,2,0,0,4,6,27,0,1,0,0,0,1,2,0,235,0,376,501,1,2,1,638,83,0,124,1,0,1,0,4,1,1,9,6,0,1,102,2,0,0,65,0,0,0,0,5,0,8,4,66,0,51,2,3,3,3,1,5,4,1,2,4,4,104900
1186,3,3,628,1,0,0,0,0,1,17,0,0,1,5,2,4,8,20,1,0,6,6,1,4,1,270,0,469,626,1,4,1,11,208,0,413,1,0,2,0,3,2,1,9,6,0,2,121,2,0,161,0,0,0,0,0,10,3,8,0,7,0,8,2,1,3,2,1,5,4,4,2,1,1,95000
1187,4,3,799,1,3,3,0,0,0,15,2,2,0,2,7,4,94,45,1,0,7,7,2,4,2,91,0,195,321,1,0,1,354,0,0,365,1,0,2,0,2,1,2,7,6,1,3,333,2,0,15,44,0,0,0,0,9,0,8,4,96,0,80,2,2,3,3,2,5,4,1,1,4,4,262000
1188,9,3,419,1,0,3,0,4,0,5,2,2,0,5,6,4,102,52,1,0,12,12,2,4,2,0,0,647,532,1,0,1,559,285,0,388,0,0,2,1,3,1,2,9,6,0,2,181,2,32,156,0,0,0,0,0,9,3,8,4,74,271,88,1,2,3,3,5,5,4,1,1,4,4,195000
1189,9,3,251,1,3,3,0,4,0,8,2,2,0,5,6,4,99,49,1,0,12,12,1,4,2,0,0,728,639,1,2,1,18,259,0,466,0,0,2,1,3,1,2,9,6,1,2,141,2,28,149,0,0,0,0,0,8,4,8,4,66,0,85,2,3,3,3,5,5,4,1,0,4,4,189000
1190,3,3,15,1,3,2,0,4,1,11,2,2,1,2,3,3,61,25,1,0,8,8,1,2,1,44,0,682,154,1,0,1,353,0,0,364,1,0,1,0,3,1,1,9,6,1,4,5,2,193,0,0,0,0,0,0,5,1,8,4,77,44,61,3,3,3,0,1,5,4,0,0,4,4,168000
1191,1,1,57,1,3,3,0,4,0,21,2,2,3,5,7,4,99,50,1,0,8,8,2,4,2,0,0,611,496,1,0,1,514,203,0,253,0,0,2,1,2,1,2,7,6,0,2,180,2,79,0,0,0,0,0,0,2,1,8,4,35,210,85,1,2,3,3,5,5,4,5,2,4,4,174000
1192,8,4,512,1,3,3,0,4,0,17,2,2,0,0,4,7,28,44,2,0,12,12,1,4,2,0,0,560,454,1,2,1,566,183,0,268,0,0,1,0,3,1,2,8,6,0,1,29,1,0,0,109,0,0,0,0,9,1,8,4,66,0,13,2,3,3,2,5,5,4,5,2,4,1,125000
1193,0,4,110,1,3,3,0,2,0,11,2,2,4,2,5,4,99,49,3,0,12,12,1,4,2,520,0,337,140,1,0,1,160,0,0,126,1,0,2,0,2,1,1,7,6,0,2,108,2,0,114,0,0,0,0,0,8,3,8,4,77,199,85,1,0,3,3,2,5,4,1,0,4,4,165000
1194,9,3,481,1,3,3,0,0,0,19,2,2,0,5,5,6,69,19,1,0,6,6,1,4,1,220,0,299,438,1,4,1,471,212,0,201,0,0,1,1,4,1,1,9,6,0,1,55,2,175,122,0,0,0,0,0,5,4,8,4,87,38,55,3,3,3,3,0,5,4,1,0,4,4,158000
1195,9,3,302,1,0,3,0,4,0,8,2,2,0,5,5,4,105,55,1,0,12,12,1,4,2,0,0,578,471,1,0,1,496,233,0,259,0,0,2,1,3,1,2,10,6,0,2,107,2,1,91,0,0,0,0,0,9,2,8,4,57,0,91,2,2,3,3,5,5,4,1,0,4,4,176000
1196,9,3,871,1,0,3,0,4,0,8,2,2,0,5,6,4,106,56,1,0,12,12,2,4,2,0,0,671,561,1,0,1,589,364,0,487,0,0,2,1,4,1,2,11,6,1,3,292,2,1,55,0,0,0,0,0,2,0,6,5,64,0,92,2,2,3,0,5,5,4,3,0,4,4,219210
1197,11,4,404,1,0,0,0,0,0,17,2,2,0,4,6,5,19,0,1,0,8,8,1,4,0,0,0,641,523,1,0,1,550,314,0,408,0,0,1,0,3,1,1,9,6,1,1,21,2,0,0,87,0,0,0,0,9,0,5,4,71,0,6,2,3,3,3,5,5,4,5,2,4,4,144000
1198,4,3,440,1,3,3,0,4,0,5,2,2,0,2,6,4,101,51,1,0,12,12,2,4,2,0,0,76,131,1,0,1,150,0,0,117,0,0,2,0,3,1,2,8,6,0,2,242,2,167,0,0,0,0,0,0,8,3,8,4,76,0,87,2,2,3,3,5,5,4,1,1,4,4,178000
1199,4,3,699,1,3,3,0,4,0,19,2,2,0,2,3,4,63,29,1,0,6,6,1,4,1,332,0,453,30,1,2,1,247,0,0,220,0,0,1,1,3,1,1,8,6,1,2,154,2,0,169,0,0,0,0,0,1,0,8,4,82,222,60,1,3,3,3,4,5,4,1,2,4,4,148000
1200,4,3,479,1,3,3,0,4,0,12,2,2,0,2,3,4,70,20,1,0,8,8,1,4,1,0,0,663,553,1,2,1,580,0,0,710,0,0,1,0,3,1,1,7,6,0,1,42,2,0,0,0,0,0,0,0,9,0,7,0,78,0,58,2,3,3,3,5,5,4,1,2,4,4,116050
1201,9,3,606,1,3,3,0,0,0,5,2,2,0,5,6,4,98,48,1,0,12,12,1,4,2,0,0,664,554,1,0,1,582,338,0,452,0,0,2,1,3,1,2,8,6,0,2,225,2,73,122,0,0,0,0,0,5,3,8,4,87,0,84,2,2,3,0,5,5,4,1,1,4,4,197900
1202,8,4,159,1,3,3,0,0,0,3,2,2,0,0,4,7,28,47,1,0,13,13,1,4,0,0,0,675,565,1,0,1,592,116,0,198,1,0,1,0,3,1,1,7,6,1,1,19,0,0,0,52,0,0,0,0,7,3,8,4,56,0,46,2,3,3,3,5,5,4,5,2,4,4,117000
1203,4,3,523,1,3,3,0,4,0,5,2,2,0,2,6,4,100,51,1,0,12,12,2,4,2,0,0,186,323,1,0,1,357,0,0,369,0,0,2,0,3,1,2,8,6,1,2,146,2,228,87,0,0,0,0,0,1,3,8,4,82,63,86,1,2,3,3,5,5,4,1,2,4,4,213000
1204,4,3,570,1,3,3,0,4,0,14,2,2,0,2,4,5,75,25,1,0,6,6,1,4,1,480,0,281,35,1,0,1,53,0,0,36,1,0,1,1,3,1,1,8,6,0,2,183,2,0,174,0,0,0,0,0,9,0,8,4,85,0,61,2,2,3,3,0,5,4,1,1,4,4,153500
1205,4,3,890,1,0,3,0,1,0,20,2,2,0,2,6,6,90,41,3,0,6,6,2,4,1,292,34,154,367,1,2,1,433,0,0,591,0,0,2,0,3,1,2,9,6,1,3,315,2,232,158,0,0,0,0,0,8,3,8,4,97,103,76,1,2,3,2,0,1,4,1,1,4,4,271900
1206,4,2,412,1,3,3,0,4,0,20,2,2,0,2,3,3,66,16,1,0,6,6,1,4,1,16,0,0,35,1,4,1,38,0,0,25,1,0,1,0,2,1,1,7,6,0,1,97,2,0,129,0,0,0,0,0,2,0,8,4,77,0,52,2,3,3,3,4,5,4,5,2,4,4,107000
1207,4,3,445,1,3,3,0,4,0,5,2,2,0,2,5,4,103,53,1,0,12,12,2,4,2,199,0,111,334,1,0,1,388,0,0,414,1,0,2,0,3,1,2,9,6,0,2,224,2,69,85,0,0,0,0,0,7,0,8,4,76,22,89,1,2,3,0,2,5,4,1,1,4,4,200000
1208,4,3,274,1,3,3,0,4,0,12,2,2,0,2,4,6,62,30,1,0,8,8,1,2,1,304,8,322,590,1,4,1,195,0,0,161,1,0,1,0,3,1,1,8,6,0,2,193,2,0,0,0,0,0,0,0,1,2,8,4,76,0,66,2,3,3,3,4,1,4,5,2,4,4,140000
1209,4,3,577,1,0,3,0,1,0,21,8,2,0,2,7,4,106,56,3,0,12,12,2,4,2,59,0,412,331,1,0,1,371,0,0,388,1,0,2,0,3,1,2,10,6,1,2,188,2,151,137,0,0,0,0,0,7,0,6,5,92,196,92,3,0,3,2,2,5,4,1,1,4,4,290000
1210,9,3,697,1,3,3,0,4,0,20,2,2,0,5,5,4,92,42,1,0,13,13,2,4,2,0,0,24,34,1,0,1,37,268,0,479,0,0,2,1,3,1,2,10,6,1,2,157,2,220,6,0,0,0,0,10,7,4,8,4,76,0,78,2,2,3,3,5,5,4,1,1,4,4,189000
1211,8,3,773,1,0,0,0,4,1,8,2,2,0,0,7,6,88,55,1,0,13,13,2,4,5,261,0,107,402,1,2,1,58,201,0,441,0,0,2,0,4,1,1,10,6,0,2,180,2,153,19,0,0,0,0,0,8,4,8,4,29,0,74,2,2,3,0,2,5,4,2,1,4,4,164000
1212,5,3,477,1,3,3,0,4,0,7,2,2,0,2,3,5,43,0,3,0,8,8,1,4,1,201,0,330,439,1,4,1,473,0,0,667,1,0,1,0,2,1,1,6,6,0,1,24,0,0,14,0,0,0,0,0,10,3,8,4,56,0,29,2,3,3,3,4,5,4,1,2,4,4,113000
1213,12,3,590,1,0,3,0,1,0,19,2,2,0,7,3,8,65,51,1,0,12,12,1,2,1,399,0,0,427,1,0,1,648,0,0,751,1,1,0,0,0,1,1,5,6,0,1,86,2,236,0,0,0,0,0,0,7,0,8,4,77,0,51,2,3,1,0,2,5,4,1,2,4,4,145000
1214,13,3,582,1,0,3,0,4,0,12,2,2,0,6,4,4,62,12,1,0,8,8,1,4,1,477,0,133,585,1,4,1,680,0,0,768,1,0,1,0,3,1,1,8,6,0,1,56,2,38,159,0,0,0,0,0,7,0,8,4,75,0,48,2,3,3,0,1,5,4,1,2,4,4,134500
1215,4,3,216,1,0,3,0,4,0,19,2,2,0,2,4,4,66,16,1,0,12,12,1,4,1,108,72,336,569,1,4,1,600,0,0,721,0,0,1,0,3,1,1,7,6,0,1,97,2,0,0,0,0,0,0,0,7,1,8,4,106,0,52,2,3,3,3,4,3,4,5,1,4,4,125000
1216,14,4,418,1,3,3,0,4,0,19,5,2,2,0,5,4,78,28,1,0,12,12,1,4,3,0,0,0,0,1,4,1,215,163,0,499,0,0,2,0,4,2,1,10,6,0,2,219,2,0,0,0,0,0,0,0,6,4,8,4,74,0,64,2,3,3,3,5,5,4,1,2,4,4,112000
1217,4,1,374,1,3,3,0,4,0,21,2,2,0,2,7,4,109,59,1,0,5,5,2,4,2,543,0,355,186,1,0,1,213,0,0,178,1,0,2,0,3,1,2,8,6,0,2,229,2,24,13,0,0,0,0,0,11,3,6,5,79,252,95,3,2,3,2,2,5,4,1,1,4,4,229456
1218,8,4,169,1,3,3,0,4,0,3,2,2,0,0,3,4,47,0,1,0,0,0,1,4,3,0,0,0,0,1,2,0,473,81,0,729,0,0,1,0,2,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,9,0,8,4,58,0,66,2,3,3,3,5,5,4,1,2,4,4,80500
1219,1,4,32,1,3,3,0,4,0,2,2,2,3,5,5,4,71,21,1,0,5,5,1,4,1,0,0,544,439,1,4,1,473,143,0,122,0,0,1,1,3,1,1,9,6,0,0,0,0,76,0,0,0,0,0,0,6,0,8,0,34,104,66,1,3,3,3,5,5,4,1,2,4,4,91500
1220,4,3,276,1,0,3,0,4,0,12,2,2,0,2,4,4,64,14,1,0,13,13,1,4,1,182,109,0,577,1,4,1,613,0,0,729,0,0,1,0,2,1,1,7,6,0,1,49,2,0,0,0,0,0,0,0,2,0,8,0,72,0,50,2,3,3,3,4,3,4,1,2,4,4,115000
1221,4,3,329,1,3,3,0,4,0,19,1,2,0,2,4,4,68,18,3,0,6,6,1,4,1,148,95,240,605,1,0,1,149,0,0,116,0,0,1,0,3,1,1,7,6,1,1,69,2,0,152,0,0,0,0,0,10,2,8,4,61,0,54,2,3,3,3,1,3,4,1,2,4,4,134000
1222,8,3,619,1,3,3,0,4,0,12,0,2,0,0,5,5,49,0,1,0,13,13,1,4,1,118,0,654,24,1,0,1,125,204,0,480,0,0,2,0,3,1,1,9,6,1,1,65,2,0,0,0,0,0,0,0,0,1,8,4,85,161,35,1,3,3,2,4,5,4,1,2,4,4,143000
1223,4,3,643,1,3,3,0,4,0,12,2,2,0,2,4,2,51,1,3,0,13,13,1,4,1,462,0,126,366,1,4,0,430,0,0,579,0,0,2,0,4,1,1,9,4,0,2,211,2,0,113,0,0,0,0,0,1,0,8,4,96,204,37,1,3,0,3,3,5,0,5,2,4,4,137900
1224,9,3,900,1,0,3,0,4,0,8,6,2,0,5,6,4,104,55,1,0,12,12,2,4,2,444,0,527,502,1,0,1,529,218,0,282,1,0,2,1,3,1,2,10,6,1,2,99,2,1,162,0,0,0,0,0,4,2,8,4,66,0,90,2,2,3,0,2,5,4,1,0,4,4,184000
1225,12,3,618,1,3,3,0,4,0,12,2,2,0,7,5,7,58,8,3,0,12,12,1,2,1,307,0,635,409,1,0,1,101,0,0,79,0,1,1,0,3,1,1,8,6,0,1,36,2,91,0,0,0,0,0,0,8,1,8,4,71,241,44,1,3,3,0,2,5,4,1,1,4,4,145000
1226,9,3,889,1,0,3,0,1,0,21,1,2,0,5,5,4,107,57,1,0,12,12,2,4,2,0,0,679,569,1,0,1,600,9,0,513,0,0,2,1,4,1,2,11,6,1,3,298,2,1,60,0,0,0,0,0,0,2,8,4,93,253,93,3,2,3,2,5,5,4,3,0,4,4,214000
1227,4,3,406,1,3,3,0,0,0,12,2,2,0,2,4,7,65,58,1,0,12,12,1,4,1,364,0,320,577,1,0,1,613,0,0,729,1,0,1,0,2,1,2,7,6,0,2,245,2,0,92,0,0,0,0,0,3,2,8,4,79,150,78,1,3,3,3,0,5,4,5,2,4,4,147000
1229,12,3,288,1,3,3,0,4,0,12,2,2,0,7,4,4,60,10,3,0,3,6,1,4,1,412,0,389,49,1,2,1,300,0,0,293,0,0,2,0,4,1,1,9,0,0,1,110,2,0,0,0,0,0,0,0,10,2,8,4,76,0,46,2,3,3,3,0,5,4,2,2,4,4,127000
1230,14,3,949,1,0,3,0,4,0,19,1,3,2,0,4,4,77,27,5,0,9,9,1,4,1,300,43,534,212,1,0,1,236,59,0,644,0,0,2,2,4,2,1,2,6,1,2,257,0,41,91,22,0,0,0,20,10,1,8,4,77,1,63,2,2,3,3,2,4,4,3,1,4,4,190000
1231,14,3,269,1,3,3,0,4,0,12,2,2,2,7,4,5,62,12,3,0,13,13,1,4,1,485,0,309,70,1,4,1,137,0,0,106,1,0,1,0,3,1,1,8,6,0,2,220,2,0,60,0,0,0,0,0,7,0,8,4,76,22,48,1,3,3,0,0,5,4,1,2,4,4,132500
1232,14,3,537,1,3,3,0,2,0,12,2,2,2,2,3,4,62,12,1,0,6,6,1,4,3,0,0,0,0,1,4,1,160,0,0,126,0,0,2,0,2,2,1,8,6,0,2,157,2,0,0,0,0,0,0,0,5,1,8,4,76,0,48,2,3,3,3,5,5,4,4,2,4,4,101800
1233,4,3,778,1,0,3,0,4,0,12,2,2,0,2,4,4,59,9,3,0,9,9,1,4,1,1,0,222,116,1,1,1,136,0,0,105,1,0,1,0,3,1,1,8,6,0,2,214,2,0,0,0,0,0,0,0,7,4,0,0,77,70,45,1,3,3,3,4,5,4,1,1,4,4,142000
1234,10,2,361,1,3,0,0,4,0,18,2,2,0,5,4,5,14,0,1,0,8,8,1,4,2,0,0,703,596,1,4,0,16,352,0,527,0,0,1,1,4,1,1,9,6,0,0,0,0,0,68,0,0,0,0,0,2,2,8,0,61,0,66,2,3,3,0,5,5,0,1,2,4,4,130000
1235,10,3,834,1,3,3,0,4,0,6,2,2,0,5,4,4,17,0,1,0,13,13,1,4,0,0,0,592,483,1,2,1,598,326,0,453,0,0,1,1,4,1,1,11,6,0,1,9,0,78,126,0,0,0,0,0,9,0,8,4,103,0,4,2,2,3,2,5,5,1,5,2,1,1,138887
1236,1,3,56,1,3,3,0,4,0,16,2,2,3,5,6,4,103,53,1,0,12,14,2,4,2,0,0,603,489,1,0,1,514,305,0,367,0,0,2,1,2,1,2,8,6,0,2,166,2,0,105,0,0,0,0,0,8,4,8,4,42,8,89,3,2,3,3,5,5,4,3,1,4,4,175500
1237,9,3,793,1,1,3,0,2,0,5,2,2,0,5,6,4,104,55,1,0,12,12,2,4,2,0,0,656,542,1,0,1,569,26,0,518,0,0,2,1,4,1,2,10,6,1,2,133,2,1,135,0,0,0,0,0,11,0,8,4,47,0,90,2,2,3,3,5,5,4,3,0,4,4,195000
1238,4,3,831,1,3,3,0,4,0,20,5,2,0,2,5,4,105,55,1,0,12,12,2,4,2,0,0,58,91,1,0,1,103,0,0,81,0,0,1,1,3,1,1,8,6,0,2,176,2,0,0,0,0,0,0,0,5,0,8,0,69,0,91,2,2,3,3,5,5,4,5,2,4,4,142500
1239,4,3,432,1,0,1,0,4,0,23,2,2,0,2,7,4,106,56,3,0,12,12,2,4,2,262,0,20,258,1,0,1,287,0,0,278,0,0,2,0,2,1,3,8,6,1,2,164,2,15,118,0,0,0,0,0,3,1,8,4,70,160,92,1,2,3,0,2,5,4,1,1,4,4,265900
1240,9,3,314,1,3,3,0,4,0,5,2,2,0,5,6,4,103,53,1,0,12,12,2,4,2,335,0,333,565,1,0,1,592,321,0,447,1,0,2,1,3,1,2,10,6,0,2,223,2,0,152,0,0,0,0,0,9,2,8,4,71,116,89,1,2,3,3,2,5,4,1,1,4,4,224900
1241,4,3,538,1,3,3,0,4,0,21,2,2,0,2,6,5,107,57,3,0,12,12,2,4,2,0,0,198,338,1,0,1,384,0,0,407,0,0,2,0,3,1,2,9,6,0,3,385,2,0,145,0,0,0,0,0,8,1,6,5,90,0,93,3,2,3,0,5,5,4,1,1,4,4,248328
1242,13,3,630,1,3,3,0,4,0,14,2,2,0,6,6,5,74,24,1,0,9,9,1,4,1,521,29,0,32,1,4,1,128,0,0,98,1,0,2,0,3,1,2,8,6,2,2,211,2,0,20,0,0,0,0,0,0,4,8,3,92,259,60,1,2,3,1,2,3,4,1,1,4,4,170000
1244,10,3,724,1,0,1,0,0,1,6,2,2,0,5,7,6,32,0,1,0,3,11,1,4,2,0,0,621,505,1,1,1,532,231,0,300,0,0,1,0,3,1,2,9,6,2,2,107,2,0,0,0,0,0,0,0,8,0,8,4,77,0,19,2,2,3,3,5,5,4,5,2,4,4,230000
1245,12,3,768,1,3,3,0,4,0,14,2,2,0,7,5,6,84,53,3,0,12,12,1,4,1,0,0,496,408,1,0,1,102,233,0,490,0,0,3,1,3,1,1,9,6,1,2,169,2,120,13,0,0,14,0,0,0,1,8,0,85,253,70,1,2,3,3,5,5,4,3,0,4,4,178000
1246,9,1,313,1,3,3,0,4,0,21,2,2,0,5,6,4,105,56,1,0,12,12,2,4,2,0,0,598,486,1,0,1,511,272,0,320,0,0,2,1,3,1,2,8,6,0,2,270,2,0,132,0,0,0,0,0,5,0,6,5,71,0,91,2,2,3,3,5,5,4,1,1,4,4,186500
1247,12,3,788,1,0,3,0,4,0,11,2,2,0,7,5,4,76,26,1,0,6,6,1,4,1,327,0,434,10,1,4,1,21,0,0,14,1,0,1,0,3,1,1,8,6,0,3,372,2,0,0,0,0,0,0,0,7,4,8,4,77,165,62,1,3,3,0,2,5,4,1,2,4,4,169900
1248,11,4,512,1,3,3,0,4,0,17,2,2,0,4,5,4,20,0,1,0,0,0,1,4,0,185,0,396,475,4,1,0,98,343,0,557,0,0,1,1,3,1,1,10,6,1,2,104,1,0,0,74,0,0,0,0,6,2,8,4,66,0,36,2,2,3,3,4,5,4,5,2,1,1,129500
1249,4,3,226,1,3,3,0,4,0,12,2,2,0,2,4,6,50,0,1,0,8,8,1,4,1,323,139,265,560,1,4,1,671,0,0,765,0,0,1,0,3,1,1,8,6,0,1,41,2,0,167,0,0,0,0,0,7,1,8,4,66,0,36,2,3,3,3,1,4,4,1,2,4,4,119000
1250,4,3,687,1,3,3,0,0,0,12,2,2,0,2,6,4,68,18,3,0,3,3,2,4,1,19,0,19,365,1,0,1,427,0,0,572,1,0,2,1,3,1,3,10,6,2,2,206,2,0,0,0,0,0,0,0,6,4,8,4,100,0,54,2,3,3,3,0,5,4,1,0,4,4,244000
1251,0,3,65,1,0,3,0,0,0,16,2,2,4,2,6,4,103,53,1,0,12,14,2,4,2,0,0,131,231,1,0,1,255,0,0,234,0,0,2,0,2,1,2,8,6,1,2,170,2,36,122,0,0,0,0,0,5,0,8,4,77,56,89,3,2,3,3,5,5,4,1,1,4,4,171750
1252,4,3,540,1,3,3,0,4,0,11,2,2,0,2,4,5,68,18,1,0,6,6,1,4,1,309,0,346,553,1,4,1,585,0,0,714,1,0,1,0,3,1,1,7,6,0,1,49,2,155,0,0,0,0,0,16,2,3,8,4,68,0,54,2,3,3,3,1,5,4,1,1,4,4,130000
1253,9,3,938,1,0,3,0,4,0,24,2,2,0,5,6,6,74,53,1,0,13,13,2,4,1,63,2,351,118,1,4,1,303,192,0,586,1,0,2,1,3,1,2,11,6,2,2,203,2,89,134,0,0,0,0,0,9,1,8,4,77,0,60,2,3,3,1,3,0,4,1,1,4,4,294000
1254,9,3,198,1,3,3,0,4,0,7,2,2,0,5,6,4,103,54,1,0,12,12,2,4,2,0,0,591,482,1,0,1,513,328,0,384,0,0,2,1,3,1,2,9,6,1,2,105,2,58,26,0,0,0,0,0,9,2,8,4,66,268,89,3,2,3,3,5,5,4,3,0,4,4,165400
1255,8,4,169,1,3,3,0,4,0,3,2,2,0,0,5,5,34,0,1,0,13,13,1,4,0,259,0,424,565,1,4,1,647,103,0,210,0,0,1,0,3,1,1,8,6,1,1,234,2,0,0,0,0,4,0,0,2,1,8,4,58,0,64,2,3,0,3,3,5,0,5,2,4,4,127500
1257,5,3,93,1,3,3,0,0,0,7,1,2,0,2,4,7,25,0,1,0,13,13,1,4,2,0,0,663,553,1,0,1,580,0,0,710,0,0,1,0,2,1,1,6,6,0,0,0,2,0,180,0,0,0,0,0,9,3,8,4,62,0,66,2,1,3,3,5,5,4,1,2,4,4,99900
1258,12,3,508,1,0,3,0,4,0,8,2,2,0,7,6,4,105,55,1,0,12,12,2,4,2,403,0,234,547,1,0,1,123,0,0,96,1,0,2,0,2,1,2,7,6,0,2,107,2,84,0,0,0,0,0,0,9,2,8,4,65,71,91,3,2,3,1,2,5,4,1,0,4,4,190000
1259,4,3,523,1,3,3,0,2,0,12,2,2,0,2,5,7,69,19,1,0,6,6,1,4,1,367,84,129,33,1,2,1,36,0,0,24,1,0,1,1,3,1,1,8,6,0,2,155,2,60,0,0,0,68,0,0,9,2,8,4,71,0,55,2,2,3,3,0,3,4,1,2,4,4,151000
1260,9,3,4,1,2,3,0,1,0,8,6,2,0,5,5,4,99,49,1,0,12,12,1,4,2,0,0,653,538,1,0,1,598,263,0,398,0,0,2,1,3,1,1,9,6,1,2,190,2,0,5,0,0,0,0,0,8,3,8,4,77,0,85,2,2,3,3,5,5,4,3,0,4,4,181000
1261,4,3,512,1,3,3,0,4,0,12,2,2,0,2,4,5,56,6,3,0,8,8,1,4,1,304,0,474,29,1,2,1,32,0,0,21,0,0,1,0,2,1,1,7,6,0,1,77,2,0,0,0,0,0,0,0,8,3,8,4,87,0,42,2,3,3,3,4,5,4,1,2,4,4,128900
1262,8,3,703,1,3,3,0,4,0,4,2,2,0,0,3,4,57,39,1,0,13,13,1,4,1,0,0,46,68,1,0,1,75,207,0,456,1,0,1,0,5,1,1,10,3,2,1,59,2,15,0,0,0,0,0,0,2,3,8,4,77,0,43,2,3,3,0,5,5,0,1,2,4,4,161500
1263,10,3,848,1,3,3,0,4,0,3,2,2,0,5,5,5,22,0,2,0,13,13,1,4,2,0,0,603,489,1,0,1,41,252,0,471,0,0,1,0,3,1,1,10,6,1,2,204,0,0,0,11,0,0,0,0,9,1,8,4,66,0,28,2,3,3,3,5,5,0,5,2,4,4,180500
1264,0,2,93,1,3,3,0,4,0,12,2,2,4,2,5,4,98,49,1,0,8,8,2,4,2,156,0,55,231,1,0,1,224,0,0,189,1,0,2,0,2,1,2,7,6,0,2,197,2,32,156,0,0,0,0,0,10,2,0,0,40,0,84,2,2,3,3,2,5,4,1,0,4,4,181000
1265,1,1,81,1,3,3,0,3,0,21,2,2,4,5,6,4,99,49,3,0,8,8,2,4,2,276,0,261,448,1,0,1,492,239,0,257,1,0,2,1,3,1,2,8,6,0,2,193,2,0,119,0,0,0,0,0,5,0,8,4,41,92,85,1,2,3,3,2,5,4,5,2,4,4,183900
1266,3,4,567,1,0,0,0,4,0,17,1,2,1,4,6,3,13,0,3,0,13,13,0,4,1,0,0,694,585,1,4,0,652,344,0,496,0,0,1,1,4,2,1,11,6,1,1,62,0,0,0,75,0,0,0,0,0,1,8,4,66,0,46,2,3,3,3,5,5,1,5,2,4,4,122000
1269,8,3,712,1,3,3,0,4,0,12,1,2,0,0,4,4,58,8,1,0,8,8,1,4,1,281,0,394,559,2,4,1,585,191,0,305,0,0,1,1,3,1,1,9,6,0,1,65,2,0,0,0,0,0,0,0,9,1,8,4,85,70,44,1,3,3,3,1,5,0,1,2,4,4,144000
1270,6,3,2,1,3,2,0,4,2,4,2,2,0,2,6,5,79,29,5,5,9,9,2,4,2,64,0,586,199,1,4,1,221,76,0,305,2,0,0,1,0,1,2,6,6,1,2,250,2,120,0,0,0,0,0,0,6,4,8,4,77,0,65,2,2,3,1,2,5,4,1,0,4,4,260000
1271,4,3,449,1,0,3,0,4,0,14,4,2,0,2,5,6,68,18,3,0,3,3,1,4,1,0,0,151,267,1,2,1,289,0,0,281,0,0,2,0,3,1,2,9,6,1,2,157,2,0,0,0,0,0,0,0,10,3,8,4,77,0,54,2,3,3,3,5,5,4,1,1,4,4,185750
1272,4,3,850,1,0,3,0,1,0,19,2,2,0,2,4,5,65,15,3,0,6,9,1,4,1,343,73,0,592,1,4,1,630,0,0,739,1,0,1,0,3,1,1,7,6,0,1,49,2,60,0,0,0,0,0,0,2,0,8,4,77,17,51,1,3,3,3,1,3,4,1,2,4,4,137000
1273,12,3,728,1,0,3,0,0,0,7,2,2,0,7,5,6,59,56,1,0,9,9,1,4,1,441,0,307,13,1,2,1,233,0,0,203,1,0,1,0,2,1,3,7,6,1,1,64,2,0,0,0,0,22,0,0,7,2,8,4,18,261,45,1,3,3,0,0,5,4,2,1,4,4,177000
